RGB,HSV,Proportion,Street Name,District,R,G,B,H,S,V
"118.15625740930113, 118.58084152602538, 114.26715225436062","30, 9, 118",0.076016254,TRENGGANU_B_St,CT,118,119,114,30,9,118
"87.02557426491116, 84.5316981070438, 77.3679424440247","21, 29, 87",0.075678981,TRENGGANU_B_St,CT,87,85,77,21,29,87
"133.5900934589699, 135.312292598042, 132.40677092856407","50, 6, 135",0.075302471,TRENGGANU_B_St,CT,134,135,132,50,6,135
"175.8675547098059, 177.01969859729704, 173.07794113135117","45, 6, 177",0.068275671,TRENGGANU_B_St,CT,176,177,173,45,6,177
"153.77876432899004, 156.3250050057618, 154.98920008010475","70, 5, 156",0.066395624,TRENGGANU_B_St,CT,154,156,155,70,5,156
"212.86094450329892, 212.69471559062345, 205.11481568592765","30, 8, 212",0.064144493,TRENGGANU_B_St,CT,213,213,205,30,8,212
"139.23532140795962, 122.77745670483391, 100.58786609493848","17, 72, 139",0.062924383,TRENGGANU_B_St,CT,139,123,101,17,72,139
"231.2202047436429, 231.90398955223895, 224.60437994119332","30, 8, 231",0.05945982,TRENGGANU_B_St,CT,231,232,225,30,8,231
"156.06220574764555, 146.80582007201204, 126.52977141519487","20, 49, 156",0.058864584,TRENGGANU_B_St,CT,156,147,127,20,49,156
"190.39555136922348, 193.2439643924127, 192.26834616247498","80, 4, 193",0.053962854,TRENGGANU_B_St,CT,190,193,192,80,4,193
"210.2149513812057, 195.3235392378981, 174.10704928699872","17, 44, 210",0.047428606,TRENGGANU_B_St,CT,210,195,174,17,44,210
"246.25731037011536, 249.079039941428, 245.91427262723627","53, 4, 249",0.045622442,TRENGGANU_B_St,CT,246,249,246,53,4,249
"181.72848207385206, 165.31169743884058, 145.6476511751653","17, 51, 181",0.041604385,TRENGGANU_B_St,CT,182,165,146,17,51,181
"124.21837594655862, 97.13529028580311, 77.05570596858678","13, 97, 124",0.040948205,TRENGGANU_B_St,CT,124,97,77,13,97,124
"237.3336133865502, 215.9270811454071, 185.82332143108624","17, 56, 237",0.023888783,TRENGGANU_B_St,CT,237,216,186,17,56,237
"175.68638522901446, 131.19164649996324, 108.3298736219553","10, 98, 175",0.023281441,TRENGGANU_B_St,CT,176,131,108,10,98,175
"96.92559827141835, 50.37690081126776, 45.579334665107055","3, 135, 96",0.020371209,TRENGGANU_B_St,CT,97,50,46,3,135,96
"148.77780566361133, 24.077383193179486, 36.81666457524361","177, 214, 148",0.009959573,TRENGGANU_B_St,CT,149,24,37,177,214,148
"240.43861108676063, 174.8648305455893, 126.83488046239212","13, 121, 240",0.009535477,TRENGGANU_B_St,CT,240,175,127,13,121,240
"144.09723755057706, 145.60264288823487, 146.3585164375625","105, 3, 146",0.10133344,UPPER_CROSS_St,CT,144,146,146,105,3,146
"132.5059911417788, 134.1738079169813, 134.6835443603874","90, 4, 134",0.094763249,UPPER_CROSS_St,CT,133,134,135,90,4,134
"122.22131651801186, 122.09276632830934, 121.1034553470728","30, 2, 122",0.082631482,UPPER_CROSS_St,CT,122,122,121,30,2,122
"158.49235541399406, 157.97912959161366, 157.4175624376496","0, 2, 158",0.07689199,UPPER_CROSS_St,CT,158,158,157,0,2,158
"110.56563855639857, 108.99295918597787, 107.06772241022884","10, 7, 110",0.074602378,UPPER_CROSS_St,CT,111,109,107,10,7,110
"96.09586370228158, 96.20843774911802, 95.5814844337122","30, 3, 96",0.07392079,UPPER_CROSS_St,CT,96,96,96,30,3,96
"86.13512836266183, 82.13764609725314, 80.35242913648217","10, 18, 86",0.071059305,UPPER_CROSS_St,CT,86,82,80,10,18,86
"172.85854106223218, 172.5292606759744, 172.86725674614","0, 0, 172",0.068774776,UPPER_CROSS_St,CT,173,173,173,0,0,172
"187.668729825166, 187.18592788845467, 187.60892106700638","0, 0, 187",0.055642019,UPPER_CROSS_St,CT,188,187,188,0,0,187
"94.80016476793412, 65.43703450977266, 58.43698458001059","6, 98, 94",0.050810324,UPPER_CROSS_St,CT,95,65,58,6,98,94
"122.35673909710849, 82.89029087148643, 76.75026826092284","4, 96, 122",0.044091446,UPPER_CROSS_St,CT,122,83,77,4,96,122
"143.67432036668586, 99.04883996906582, 97.3773393866079","1, 82, 143",0.039061501,UPPER_CROSS_St,CT,144,99,97,1,82,143
"94.40937574143123, 38.936052921758346, 38.03861666642075","0, 152, 94",0.030276677,UPPER_CROSS_St,CT,94,39,38,0,152,94
"166.8462462201918, 117.72164590477051, 120.0662789183553","178, 75, 166",0.029408276,UPPER_CROSS_St,CT,167,118,120,178,75,166
"129.46943665264118, 55.12694795077067, 54.425432445095296","0, 148, 129",0.021658755,UPPER_CROSS_St,CT,129,55,54,0,148,129
"87.65218189235614, 123.36924959216941, 132.5344004893894","96, 87, 132",0.020774681,UPPER_CROSS_St,CT,88,123,133,96,87,132
"123.73559574467981, 149.46389361700403, 168.9838297872647","103, 68, 168",0.019910093,UPPER_CROSS_St,CT,124,149,169,103,68,168
"207.17013145082512, 207.76908471277216, 208.83819376827398","120, 1, 208",0.017401898,UPPER_CROSS_St,CT,207,208,209,120,1,208
"53.04534476809846, 81.8805017497034, 95.26644980037503","100, 113, 95",0.017181621,UPPER_CROSS_St,CT,53,82,95,100,113,95
"188.12722085334022, 93.39545238404648, 76.18432542254578","5, 152, 188",0.0098053,UPPER_CROSS_St,CT,188,93,76,5,152,188
"248.38918246771337, 249.04116542499992, 248.36522026687828","60, 1, 249",0.09345353,BELILIOS_LANE,LD,248,249,248,60,1,249
"128.95850776735458, 130.5440681855533, 124.3991236748446","40, 12, 130",0.080400344,BELILIOS_LANE,LD,129,131,124,40,12,130
"159.58321944263258, 158.17978705589476, 161.35172510655187","130, 5, 161",0.078192321,BELILIOS_LANE,LD,160,158,161,130,5,161
"237.7399680266226, 236.77720942121692, 234.60364753594624","20, 3, 237",0.076267523,BELILIOS_LANE,LD,238,237,235,20,3,237
"100.57631015894069, 94.3247938835796, 88.21714831810073","15, 31, 100",0.074430785,BELILIOS_LANE,LD,101,94,88,15,31,100
"123.30289049359934, 115.80606818980864, 104.25450545119602","17, 39, 123",0.066292997,BELILIOS_LANE,LD,123,116,104,17,39,123
"141.9867352825488, 145.9584882785265, 144.41520195286284","83, 7, 145",0.064862047,BELILIOS_LANE,LD,142,146,144,83,7,145
"223.02866328709524, 221.98544211196813, 217.52538359475798","20, 7, 223",0.062222833,BELILIOS_LANE,LD,223,222,218,20,7,223
"175.28893675371467, 174.19946255926016, 173.98160165665195","15, 3, 175",0.061263927,BELILIOS_LANE,LD,175,174,174,15,3,175
"87.27244874787137, 74.76994896195376, 73.33522073674467","2, 41, 87",0.056706901,BELILIOS_LANE,LD,87,75,73,2,41,87
"214.77104972366433, 208.65248999800139, 195.37811392653083","21, 23, 214",0.055661207,BELILIOS_LANE,LD,215,209,195,21,23,214
"194.09292366776586, 192.28220480099844, 185.75470255028767","23, 12, 194",0.053127409,BELILIOS_LANE,LD,194,192,186,23,12,194
"99.48494045843108, 109.93604199525933, 108.76178616339656","87, 23, 109",0.052929913,BELILIOS_LANE,LD,99,110,109,87,23,109
"164.71409794265253, 144.82930833151423, 129.3355108395676","13, 54, 164",0.037544659,BELILIOS_LANE,LD,165,145,129,13,54,164
"62.61835960597986, 94.12182204128902, 81.5561262484616","78, 87, 94",0.030436055,BELILIOS_LANE,LD,63,94,82,78,87,94
"222.02292026038512, 176.41916915246932, 132.26654213801638","15, 103, 222",0.02221931,BELILIOS_LANE,LD,222,176,132,15,103,222
"126.54575771178108, 90.71370166104178, 140.03495158084976","142, 91, 140",0.013201573,BELILIOS_LANE,LD,127,91,140,142,91,140
"102.06710000813152, 60.6889110767454, 36.497941967574874","11, 165, 102",0.010267279,BELILIOS_LANE,LD,102,61,36,11,165,102
"164.3111982688673, 97.95439545577571, 63.783716526892405","10, 157, 164",0.007820481,BELILIOS_LANE,LD,164,98,64,10,157,164
"15.0343502470391, 52.030115285080726, 139.05866206571915","111, 227, 139",0.002698907,BELILIOS_LANE,LD,15,52,139,111,227,139
"159.1538088665583, 159.12754006594983, 151.486128912185","30, 13, 159",0.103452451,BUFFALO_Rd,LD,159,159,151,30,13,159
"140.92507895391185, 140.67606952241331, 131.25501882926872","30, 16, 140",0.092597256,BUFFALO_Rd,LD,141,141,131,30,16,140
"117.73781325279136, 119.26579297451153, 112.37626649406856","39, 15, 119",0.07895198,BUFFALO_Rd,LD,118,119,112,39,15,119
"183.06149568437786, 177.72965687694693, 168.20141342763648","18, 21, 183",0.073441863,BUFFALO_Rd,LD,183,178,168,18,21,183
"93.74600682338223, 94.13139489804223, 90.38310847490224","38, 11, 94",0.073049397,BUFFALO_Rd,LD,94,94,90,38,11,94
"96.63591296501477, 73.08187827134961, 59.577848868995474","11, 98, 96",0.069573069,BUFFALO_Rd,LD,97,73,60,11,98,96
"126.48780373466393, 100.24051879053438, 75.32207724568373","15, 103, 126",0.05464916,BUFFALO_Rd,LD,126,100,75,15,103,126
"154.87419227446986, 127.60718639644541, 97.42880282056821","16, 94, 154",0.049616013,BUFFALO_Rd,LD,155,128,97,16,94,154
"53.99766877914165, 77.14511068612035, 89.0674991563047","100, 103, 89",0.045188012,BUFFALO_Rd,LD,54,77,89,100,103,89
"26.639909803947404, 58.80055376748584, 114.72116329716403","109, 197, 114",0.044139641,BUFFALO_Rd,LD,27,59,115,109,197,114
"203.9158320369371, 202.2311806528794, 196.3707041747239","26, 9, 203",0.043996152,BUFFALO_Rd,LD,204,202,196,26,9,203
"101.34740351627659, 39.885006454110766, 33.464861357577064","3, 172, 101",0.041008989,BUFFALO_Rd,LD,101,40,33,3,172,101
"188.22261473371162, 157.2233592390889, 118.56610524876433","17, 95, 188",0.037342099,BUFFALO_Rd,LD,188,157,119,17,95,188
"75.14641289591458, 111.54869306449066, 138.87922329791877","103, 116, 138",0.036079346,BUFFALO_Rd,LD,75,112,139,103,116,138
"110.03482956352538, 146.39024609085422, 169.4889516057248","102, 89, 169",0.034808086,BUFFALO_Rd,LD,110,146,169,102,89,169
"147.64513883709543, 59.78613037678235, 49.466270581184304","3, 170, 147",0.034251147,BUFFALO_Rd,LD,148,60,49,3,170,147
"145.83126327830956, 177.52160846907108, 202.6390386955688","103, 72, 202",0.031254626,BUFFALO_Rd,LD,146,178,203,103,72,202
"30.14900918856327, 98.55800952065015, 164.3686621277825","105, 208, 164",0.020459832,BUFFALO_Rd,LD,30,99,164,105,208,164
"172.73299373264635, 115.7208167587238, 56.718756260236894","15, 172, 172",0.019872834,BUFFALO_Rd,LD,173,116,57,15,172,172
"240.9251062940375, 244.4628319509344, 240.16658534891292","60, 4, 244",0.016268047,BUFFALO_Rd,LD,241,244,240,60,4,244
"70.06008979392023, 82.58412523118673, 94.36923483233247","105, 65, 94",0.079278191,CAMPBELL_LANE_A,LD,70,83,94,105,65,94
"196.32058222074647, 196.05011728628796, 194.69870985211654","30, 3, 196",0.076380092,CAMPBELL_LANE_A,LD,196,196,195,30,3,196
"183.51718268565108, 182.98136897538325, 178.0765594639867","24, 7, 183",0.074063212,CAMPBELL_LANE_A,LD,184,183,178,24,7,183
"199.97186590895896, 151.7316313114005, 130.36139495397998","9, 88, 199",0.073562739,CAMPBELL_LANE_A,LD,200,152,130,9,88,199
"166.46208946084033, 166.12849044058103, 159.84844230018837","30, 11, 166",0.071953149,CAMPBELL_LANE_A,LD,166,166,160,30,11,166
"145.54248798076662, 147.6011478365644, 143.27152043270343","45, 7, 147",0.063214289,CAMPBELL_LANE_A,LD,146,148,143,45,7,147
"92.73715532394385, 81.65477686310335, 68.5835505629832","16, 67, 92",0.060983107,CAMPBELL_LANE_A,LD,93,82,69,16,67,92
"107.94795961897577, 104.18325174518229, 96.08160847162048","22, 26, 107",0.05625489,CAMPBELL_LANE_A,LD,108,104,96,22,26,107
"115.5619936819965, 126.373681993698, 131.39067041067224","99, 31, 131",0.05422862,CAMPBELL_LANE_A,LD,116,126,131,99,31,131
"84.79022965434169, 103.10997115632127, 120.12952645223986","104, 77, 120",0.052163119,CAMPBELL_LANE_A,LD,85,103,120,104,77,120
"157.51168473198913, 126.34573695386155, 108.47636607440836","11, 80, 157",0.051071904,CAMPBELL_LANE_A,LD,158,126,108,11,80,157
"98.20546481860865, 53.9456872959326, 29.743135870118635","10, 180, 98",0.043142029,CAMPBELL_LANE_A,LD,98,54,30,10,180,98
"217.22099921388127, 213.64563826753812, 211.2986741477202","10, 7, 217",0.042926452,CAMPBELL_LANE_A,LD,217,214,211,10,7,217
"42.24600247250821, 67.4103659333827, 88.19457481983179","104, 133, 88",0.037876774,CAMPBELL_LANE_A,LD,42,67,88,104,133,88
"221.29030285147005, 176.03543107815796, 159.08418044541378","8, 72, 221",0.036144922,CAMPBELL_LANE_A,LD,221,176,159,8,72,221
"148.32697437362734, 96.27809135943207, 66.74678479565569","11, 141, 148",0.031961742,CAMPBELL_LANE_A,LD,148,96,67,11,141,148
"178.7859259437593, 135.4228962393694, 83.16877062805037","16, 136, 178",0.031625426,CAMPBELL_LANE_A,LD,179,135,83,16,136,178
"148.99919389254748, 168.98714969891995, 186.2322221695075","104, 52, 186",0.024039102,CAMPBELL_LANE_A,LD,149,169,186,104,52,186
"242.89937106925402, 243.2981266967427, 240.30524221427544","40, 3, 243",0.022646994,CAMPBELL_LANE_A,LD,243,243,240,40,3,243
"47.23336953256434, 124.89454469835209, 127.70098662168947","91, 161, 127",0.016483249,CAMPBELL_LANE_A,LD,47,125,128,91,161,127
"244.51752257025845, 245.44273488065505, 225.93038770106475","32, 21, 245",0.111970667,CAMPBELL_LANE_B,LD,245,245,226,32,21,245
"231.00575334991822, 229.72133889732729, 201.90183649408345","28, 33, 231",0.104765315,CAMPBELL_LANE_B,LD,231,230,202,28,33,231
"206.12390831469526, 209.73333116884146, 197.99806824466123","38, 15, 209",0.0851459,CAMPBELL_LANE_B,LD,206,210,198,38,15,209
"187.0814158589595, 189.00773039465614, 172.1801357781977","34, 23, 189",0.081409176,CAMPBELL_LANE_B,LD,187,189,172,34,23,189
"86.47433170812309, 88.02321911369906, 78.12131633440684","36, 29, 88",0.081401331,CAMPBELL_LANE_B,LD,86,88,78,36,29,88
"108.37271172681648, 107.19206731945783, 93.24373800512514","28, 35, 108",0.075025183,CAMPBELL_LANE_B,LD,108,107,93,28,35,108
"177.58002326855546, 170.60264166438736, 144.77024363536836","24, 48, 177",0.067512513,CAMPBELL_LANE_B,LD,178,171,145,24,48,177
"126.95412499742193, 128.62477847810806, 115.32310568416003","35, 26, 128",0.066351074,CAMPBELL_LANE_B,LD,127,129,115,35,26,128
"143.96630437861023, 149.42965101468482, 138.24394299622918","46, 19, 149",0.065309147,CAMPBELL_LANE_B,LD,144,149,138,46,19,149
"219.3206234224556, 209.47134435181448, 166.01428892499365","24, 62, 219",0.053414202,CAMPBELL_LANE_B,LD,219,209,166,24,62,219
"177.3339406966577, 134.14050022065405, 104.12491281013772","12, 105, 177",0.032425239,CAMPBELL_LANE_B,LD,177,134,104,12,105,177
"70.74624388416339, 103.6805461341595, 32.18010593627611","44, 176, 103",0.031963801,CAMPBELL_LANE_B,LD,71,104,32,44,176,103
"68.71287029793217, 123.62068506153156, 118.57177826252648","87, 114, 123",0.027709805,CAMPBELL_LANE_B,LD,69,124,119,87,114,123
"53.56206579060273, 79.16778270692336, 92.87936301999602","100, 108, 92",0.022068266,CAMPBELL_LANE_B,LD,54,79,93,100,108,92
"101.5889464965903, 53.729793687971366, 42.37426586065423","6, 149, 101",0.021436558,CAMPBELL_LANE_B,LD,102,54,42,6,149,101
"188.48041386059433, 223.7618204273821, 103.42304196862574","39, 137, 223",0.019810451,CAMPBELL_LANE_B,LD,188,224,103,39,137,223
"136.97371717910778, 167.33739625202222, 185.1855196533825","101, 68, 185",0.017781047,CAMPBELL_LANE_B,LD,137,167,185,101,68,185
"166.18697268466008, 77.17265233553785, 66.58037821237187","3, 154, 166",0.01431611,CAMPBELL_LANE_B,LD,166,77,67,3,154,166
"128.6648713141249, 163.09967615476322, 57.90727799555948","40, 166, 163",0.013528897,CAMPBELL_LANE_B,LD,129,163,58,40,166,163
"37.9167764754949, 118.32186698107378, 202.70185172341465","105, 208, 202",0.006655318,CAMPBELL_LANE_B,LD,38,118,203,105,208,202
"108.43737568918425, 100.11053537013473, 86.93337190748761","19, 52, 108",0.103467595,CHANDER_Rd,LD,108,100,87,19,52,108
"183.52261273538954, 182.48786065725497, 178.40507069844557","24, 7, 183",0.089627648,CHANDER_Rd,LD,184,182,178,24,7,183
"167.32535897358957, 166.87501951372337, 161.96673580122643","25, 9, 167",0.08407648,CHANDER_Rd,LD,167,167,162,25,9,167
"150.69744266748307, 150.8862001454562, 145.27501337790864","30, 8, 150",0.083570248,CHANDER_Rd,LD,151,151,145,30,8,150
"135.01336528277363, 133.86734468912323, 127.10796314969821","23, 15, 135",0.074246542,CHANDER_Rd,LD,135,134,127,23,15,135
"95.29935036510264, 79.777346715285, 63.126386861335874","15, 86, 95",0.073195035,CHANDER_Rd,LD,95,80,63,15,86,95
"129.49664787939557, 118.27659893267472, 99.32472347413288","19, 59, 129",0.069584823,CHANDER_Rd,LD,129,118,99,19,59,129
"80.05485420359118, 86.4771191755635, 89.18906620313413","100, 26, 89",0.06350175,CHANDER_Rd,LD,80,86,89,100,26,89
"105.0937777799754, 115.38359391085558, 120.13345956234204","100, 32, 120",0.052992023,CHANDER_Rd,LD,105,115,120,100,32,120
"180.05609761493932, 164.15189831406138, 133.0969677861766","20, 67, 180",0.048339396,CHANDER_Rd,LD,180,164,133,20,67,180
"199.28515387182722, 199.6977046339981, 194.9656165854638","30, 6, 199",0.042607183,CHANDER_Rd,LD,199,200,195,30,6,199
"165.39601925541513, 146.26158291840133, 103.89632960458235","21, 96, 165",0.038681412,CHANDER_Rd,LD,165,146,104,21,96,165
